duration,total_fpackets,total_bpackets,total_fpktl,total_bpktl,min_fpktl,min_bpktl,max_fpktl,max_bpktl,mean_fpktl,mean_bpktl,std_fpktl,std_bpktl,total_fiat,total_biat,min_fiat,min_biat,max_fiat,max_biat,mean_fiat,mean_biat,std_fiat,std_biat,fpsh_cnt,bpsh_cnt,furg_cnt,burg_cnt,total_fhlen,total_bhlen,fPktsPerSecond,bPktsPerSecond,flowPktsPerSecond,flowBytesPerSecond,min_flowpktl,max_flowpktl,mean_flowpktl,std_flowpktl,min_flowiat,max_flowiat,mean_flowiat,std_flowiat,flow_fin,flow_syn,flow_rst,flow_psh,flow_ack,flow_urg,flow_cwr,flow_ece,downUpRatio,avgPacketSize,fAvgSegmentSize,fHeaderBytes,fAvgBytesPerBulk,fAvgPacketsPerBulk,fAvgBulkRate,bVarianceDataBytes,bAvgSegmentSize,bAvgBytesPerBulk,bAvgPacketsPerBulk,bAvgBulkRate,sflow_fpacket,sflow_fbytes,sflow_bpacket,sflow_bbytes,min_active,mean_active,max_active,std_active,min_idle,mean_idle,max_idle,std_idle,FFNEPD,Init_Win_bytes_forward,Init_Win_bytes_backward,RRT_samples_clnt,Act_data_pkt_forward,min_seg_size_forward,classification
0,1,0,408,0,408,-1,408,-1,408.0,0.0,0.0,0.0,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0,0,0,0,20,0,0.0,0.0,0.0,0.0,408,408,408.0,0.0,-1,-1,0.0,0.0,0,0,0,0,0,0,0,0,0.0,408.0,408.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,2,0,-1,0,1,0,1
0,1,0,83,0,83,-1,83,-1,83.0,0.0,0.0,0.0,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,1,0,0,0,20,0,0.0,0.0,0.0,0.0,83,83,83.0,0.0,-1,-1,0.0,0.0,0,0,0,1,1,0,0,0,0.0,83.0,83.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,2,101440,-1,0,1,32,1
191519,1,1,52,52,52,52,52,52,52.0,52.0,0.0,0.0,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0,0,0,0,20,20,5.221414063,5.221414063,10.44282813,543.0270626,52,52,52.0,1.0,191519,191519,191519.0,0.0,0,0,0,0,2,0,0,0,1.0,52.0,52.0,20,0,0,0,0.0,52,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,2,104576,14592,1,1,32,1
584,1,1,71,345,71,345,71,345,71.0,345.0,0.0,0.0,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0,0,0,0,20,20,1712.3287670000002,1712.3287670000002,3424.6575340000004,712328.7671,71,345,208.0,193.7446773,584,584,584.0,0.0,0,0,0,0,0,0,0,0,4.85915493,208.0,71.0,20,0,0,0,0.0,345,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,2,0,0,0,1,0,1
2,2,0,135,0,52,-1,83,-1,67.5,0.0,21.89748844,0.0,2,0,2,-1,2,-1,2.0,0.0,0.0,0.0,1,0,0,0,40,0,1000000.0,0.0,1000000.0,67500000.0,52,83,67.5,21.89748844,2,2,2.0,0.0,1,0,0,1,2,0,0,0,0.0,67.5,67.5,40,0,0,0,0.0,0,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,3,101696,-1,0,2,32,1
15,2,0,135,0,52,-1,83,-1,67.5,0.0,21.89748844,0.0,15,0,15,-1,15,-1,15.0,0.0,0.0,0.0,1,0,0,0,40,0,133333.3333,0.0,133333.3333,9000000.0,52,83,67.5,21.89748844,15,15,15.0,0.0,1,0,0,1,2,0,0,0,0.0,67.5,67.5,40,0,0,0,0.0,0,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,3,62976,-1,0,2,32,1
275615302,2,0,80,0,40,-1,40,-1,40.0,0.0,1.0,0.0,275615302,0,275615302,-1,275615302,-1,276000000.0,0.0,0.0,0.0,0,0,0,0,40,0,0.007256490999999999,0.0,0.007256490999999999,0.29025964600000004,40,40,40.0,1.0,275615302,275615302,276000000.0,0.0,1,0,0,0,2,0,0,0,0.0,40.0,40.0,40,0,0,0,0.0,0,0,0,0,2,80,0,0,275615302,276000000.0,275615302,0.0,275615302,276000000.0,275615302,0.0,3,88704,-1,0,2,20,0
0,1,0,436,0,436,-1,436,-1,436.0,0.0,0.0,0.0,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0,0,0,0,20,0,0.0,0.0,0.0,0.0,436,436,436.0,0.0,-1,-1,0.0,0.0,0,0,0,0,0,0,0,0,0.0,436.0,436.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,2,0,-1,0,1,0,1
51772,1,1,52,52,52,52,52,52,52.0,52.0,0.0,0.0,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0,0,0,0,20,20,19.31546009,19.31546009,38.63092019,2008.80785,52,52,52.0,1.0,51772,51772,51772.0,0.0,1,0,0,0,2,0,0,0,1.0,52.0,52.0,20,0,0,0,0.0,52,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,2,88704,7808,1,1,32,1
0,1,0,408,0,408,-1,408,-1,408.0,0.0,0.0,0.0,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0,0,0,0,20,0,0.0,0.0,0.0,0.0,408,408,408.0,0.0,-1,-1,0.0,0.0,0,0,0,0,0,0,0,0,0.0,408.0,408.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,2,0,-1,0,1,0,1
169374,11,8,4598,1337,52,52,1390,701,418.0,167.125,535.9450532,222.56680380000003,169374,141733,2,529,79254,53159,16937.4,20247.57143,24445.17567,17099.775990000002,5,4,0,0,220,160,64.94503289,47.23275119,112.1777841,35040.797289999995,52,1390,312.3684211000001,441.627509,2,49025,9409.666667,11823.22109,1,2,0,9,18,0,0,0,0.290778599,312.3684211000001,418.0,220,2935,4,451191,49535.98214,167,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,2,4194240,1853440,5,11,32,0
14,2,0,135,0,52,-1,83,-1,67.5,0.0,21.89748844,0.0,14,0,14,-1,14,-1,14.0,0.0,0.0,0.0,1,0,0,0,40,0,142857.1429,0.0,142857.1429,9642857.143,52,83,67.5,21.89748844,14,14,14.0,0.0,1,0,0,1,2,0,0,0,0.0,67.5,67.5,40,0,0,0,0.0,0,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,3,4416,-1,0,2,32,1
8434258,3,1,140,52,40,52,60,52,46.66666667,52.0,11.52533441,0.0,8434258,0,86001,-1,8348257,-1,4217129.0,0.0,5842297.245,0.0,0,0,0,0,60,20,0.355692226,0.118564075,0.474256301,22.76430244,40,60,48.0,9.780933833999999,8624,8348257,2811419.333,4795165.3,1,2,0,0,3,0,0,0,0.371428571,48.0,46.66666667,60,0,0,0,0.0,52,0,0,0,3,140,1,52,8434258,8434258.0,8434258,0.0,8348257,8348257.0,8348257,0.0,2,4194240,934400,1,3,20,1
240259956,10,9,1588,4891,52,52,789,1390,158.8,543.4444444000002,231.8655262,571.166922,261372,240218594,3,128,79250,240003227,29041.33333,30000000.0,28594.59087,84800000.0,3,4,0,0,200,180,0.041621584,0.037459426,0.07908101,26.96662443,52,1390,341.0,459.1375369,3,239998584,13300000.0,56600000.0,1,2,0,7,18,0,0,0,3.079974811,341.0,158.8,200,334,4,7547,326231.6528,543,3834,4,1392662,10,1588,9,4891,240259956,240000000.0,240259956,0.0,239998584,240000000.0,239998584,0.0,2,4194240,2722560,8,10,32,0
38893,1,1,71,414,71,414,71,414,71.0,414.0,0.0,0.0,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0,0,0,0,20,20,25.71156763,25.71156763,51.42313527,12470.1103,71,414,242.5,242.5355644,38893,38893,38893.0,0.0,0,0,0,0,0,0,0,0,5.830985916,242.5,71.0,20,0,0,0,0.0,414,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,2,0,0,0,1,0,1
59948537,49,55,8740,13008,52,52,533,515,178.3673469,236.5090909,204.5258942,201.2997923,59942517,55032405,2,9,4914131,4973699,1248802.438,1019118.611,2110196.304,1987517.718,24,31,0,0,980,1100,0.817367737,0.917453582,1.734821319,362.7778273,52,533,209.1153846,203.9333514,2,4914131,582024.6311,1563051.285,0,0,0,55,104,0,0,0,1.48832952,209.1153846,178.3673469,980,0,0,0,40521.6064,236,1084,4,19510,4,728,4,1084,4928401,4995711.4169999985,5021004,22628.22695,4815253,4864942.9169999985,4914131,30529.44682,2,522880,105792,30,49,32,1
56199379,25,30,5011,7487,52,52,543,806,200.44,249.5666667,218.4442301,280.0784599,56199379,56174348,1,132,9166882,9192669,2341640.792,1937046.483,3981848.562,3741212.924,14,16,0,0,500,600,0.444844773,0.5338137279999999,0.978658501,222.386799,52,806,227.2363636,252.8729342,1,9166882,1040729.241,2872830.834,0,0,0,30,55,0,0,0,1.4941129519999998,227.2363636,200.44,500,232,4,38666666,78443.94368,249,1628,6,3096,4,835,5,1247,9223997,9340730.833,9737251,201173.6026,9040749,9089233.333,9166882,41629.73545,2,265024,56320,14,25,32,1
33612,1,1,52,52,52,52,52,52,52.0,52.0,0.0,0.0,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0,0,0,0,20,20,29.75127931,29.75127931,59.50255861,3094.133048,52,52,52.0,1.0,33612,33612,33612.0,0.0,1,0,0,0,2,0,0,0,1.0,52.0,52.0,20,0,0,0,0.0,52,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,2,87616,10240,1,1,32,1
0,1,0,356,0,356,-1,356,-1,356.0,0.0,0.0,0.0,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0,0,0,0,20,0,0.0,0.0,0.0,0.0,356,356,356.0,0.0,-1,-1,0.0,0.0,0,0,0,0,0,0,0,0,0.0,356.0,356.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,2,0,-1,0,1,0,1
65305693,4,4,526,499,40,40,386,367,131.5,124.75,169.9274355,161.5980095,306498,65159933,1875,2137,152375,65003272,102166.0,21700000.0,86854.57698,37500000.0,1,1,0,0,80,80,0.061250403,0.061250403,0.122500806,15.69541571,40,386,128.125,153.5577486,1875,64999195,9329384.714,24500000.0,1,2,0,2,7,0,0,0,0.948669202,128.125,131.5,80,0,0,0,26113.91667,124,0,0,0,4,526,4,499,65305693,65300000.0,65305693,0.0,64999195,65000000.0,64999195,0.0,2,4194240,934400,3,4,20,0
724246,2,1,92,52,40,52,52,52,46.0,52.0,8.426149772999999,0.0,724246,0,724246,-1,724246,-1,724246.0,0.0,0.0,0.0,1,1,0,0,40,20,2.761492642,1.380746321,4.1422389630000005,198.8274702,40,52,48.0,6.892024376,273947,450299,362123.0,124699.6951,0,0,0,2,3,0,0,0,0.565217391,48.0,46.0,40,0,0,0,0.0,52,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,2,4194240,994816,1,2,20,0
0,1,0,436,0,436,-1,436,-1,436.0,0.0,0.0,0.0,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0,0,0,0,20,0,0.0,0.0,0.0,0.0,436,436,436.0,0.0,-1,-1,0.0,0.0,0,0,0,0,0,0,0,0,0.0,436.0,436.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,2,0,-1,0,1,0,1
0,1,0,408,0,408,-1,408,-1,408.0,0.0,0.0,0.0,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0,0,0,0,20,0,0.0,0.0,0.0,0.0,408,408,408.0,0.0,-1,-1,0.0,0.0,0,0,0,0,0,0,0,0,0.0,408.0,408.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,2,0,-1,0,1,0,1
1110,1,1,59,251,59,251,59,251,59.0,251.0,0.0,0.0,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0,0,0,0,20,20,900.9009009,900.9009009,1801.801802,279279.2793,59,251,155.0,135.7608191,1110,1110,1110.0,0.0,0,0,0,0,0,0,0,0,4.2542372880000014,155.0,59.0,20,0,0,0,0.0,251,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,2,0,0,0,1,0,1
240830638,15,11,12423,1571,52,52,1390,508,828.2,142.81818180000005,640.3959378,170.69992280000002,827876,240787573,2,541,278124,240005089,59134.0,24100000.0,94332.97541,75900000.0,3,3,0,0,300,220,0.062284434000000014,0.045675252,0.107959686,58.10722471,52,1390,538.2307692,600.4657397999998,2,240002762,9633225.52,48000000.0,1,2,0,6,25,0,0,0,0.126458987,538.2307692,828.2,300,11275,10,560137,29138.46364,142,208,4,4929,15,12423,11,1571,240830638,241000000.0,240830638,0.0,240002762,240000000.0,240002762,0.0,2,4194240,2722560,5,15,32,0
0,1,0,420,0,420,-1,420,-1,420.0,0.0,0.0,0.0,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0,0,0,0,20,0,0.0,0.0,0.0,0.0,420,420,420.0,0.0,-1,-1,0.0,0.0,0,0,0,0,0,0,0,0,0.0,420.0,420.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,2,0,-1,0,1,0,1
59669295,7,9,1618,1098,52,52,730,472,231.1428571,122.0,290.1125808000001,138.4056538,239751,59635579,1374,16,80128,59439946,39958.5,7454447.375,32653.45288,21000000.0,3,4,0,0,140,180,0.117313268,0.150831345,0.26814461300000003,45.51754801,52,730,169.75,216.817281,16,59429528,3977953.0,15300000.0,1,2,0,7,15,0,0,0,0.678615575,169.75,231.1428571,140,0,0,0,19156.125,122,0,0,0,7,1618,9,1098,59669279,59700000.0,59669279,0.0,59429528,59400000.0,59429528,0.0,2,4194240,926720,6,7,32,1
1035501,6,4,4768,1068,52,52,1390,482,794.6666667000002,267.0,609.1575056,248.2599444,1035501,1006817,5,11241,931505,958108,207100.2,335605.6667,405824.6758,539262.3018,2,2,0,0,120,80,5.794296674,3.862864449,9.657161123,5635.919231,52,1390,583.6,548.5841777,5,931505,115055.6667,306449.2981,0,0,0,4,10,0,0,0,0.223993289,583.6,794.6666667000002,120,0,0,0,61633.0,267,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,3,117696,140352,2,6,32,0
1230389,1,1,68,484,68,484,68,484,68.0,484.0,0.0,0.0,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0,0,0,0,20,20,0.812751089,0.812751089,1.6255021790000002,448.6386013,68,484,276.0,294.1547212,1230389,1230389,1230389.0,0.0,0,0,0,0,0,0,0,0,7.1176470589999985,276.0,68.0,20,0,0,0,0.0,484,0,0,0,1,68,1,484,1230389,1230389.0,1230389,0.0,1230389,1230389.0,1230389,0.0,2,0,0,0,1,0,1
6499875,2,0,104,0,52,-1,52,-1,52.0,0.0,1.0,0.0,6499875,0,6499875,-1,6499875,-1,6499875.0,0.0,0.0,0.0,0,0,0,0,40,0,0.307698225,0.0,0.307698225,16.0003077,52,52,52.0,1.0,6499875,6499875,6499875.0,0.0,2,0,0,0,2,0,0,0,0.0,52.0,52.0,40,0,0,0,0.0,0,0,0,0,2,104,0,0,6499875,6499875.0,6499875,0.0,6499875,6499875.0,6499875,0.0,3,87616,-1,0,2,32,1
12529,1,1,75,91,75,91,75,91,75.0,91.0,0.0,0.0,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0,0,0,0,20,20,79.8148296,79.8148296,159.6296592,13249.26171,75,91,83.0,11.26942767,12529,12529,12529.0,0.0,0,0,0,0,0,0,0,0,1.213333333,83.0,75.0,20,0,0,0,0.0,91,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,2,0,0,0,1,0,0
59898533,4,2,1430,384,52,77,1078,307,357.5,192.0,489.1386988,162.6314853,59886388,22486,1120,22486,59868519,22486,20000000.0,22486.0,34600000.0,0.0,2,2,0,0,80,40,0.06677959900000001,0.033389799,0.100169398,30.28454804,52,1078,302.3333333,395.1557499,1120,59868519,12000000.0,26800000.0,0,0,0,4,6,0,0,0,0.268531469,302.3333333,357.5,80,0,0,0,26449.0,192,0,0,0,4,1430,2,384,59897413,59900000.0,59897413,0.0,59868519,59900000.0,59868519,0.0,2,166976,32704,2,4,32,0
429,4,1,5560,40,1390,40,1390,40,1390.0,40.0,0.577350269,0.0,62,0,4,-1,50,-1,20.66666667,0.0,25.47220708,0.0,0,0,0,0,80,20,9324.009324,2331.002331,11655.01166,13100000.0,40,1390,1120.0,603.7381469,4,367,107.25,174.41115219999998,0,0,1,0,4,0,0,0,0.007194245,1120.0,1390.0,80,5560,4,89677419,0.0,40,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,5,107008,0,0,4,32,0
209866,1,3,52,168,52,52,52,64,52.0,56.0,0.0,6.892024376,0,13251,-1,2,-1,13249,0.0,6625.5,0.0,9367.043477,0,0,0,0,20,60,4.764945251,14.29483575,19.059781,1048.287955,52,64,55.0,5.972157622,2,196615,69955.33333,109890.2822,2,0,0,0,4,0,0,0,3.230769231,55.0,52.0,20,0,0,0,47.5,56,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,2,21824,99008,1,1,32,1
2339374,2,0,80,0,40,-1,40,-1,40.0,0.0,1.0,0.0,2339374,0,2339374,-1,2339374,-1,2339374.0,0.0,0.0,0.0,0,0,0,0,40,0,0.854929567,0.0,0.854929567,34.19718267,40,40,40.0,1.0,2339374,2339374,2339374.0,0.0,2,0,0,0,2,0,0,0,0.0,40.0,40.0,40,0,0,0,0.0,0,0,0,0,2,80,0,0,2339374,2339374.0,2339374,0.0,2339374,2339374.0,2339374,0.0,3,88704,-1,0,2,20,0
14822004,2,0,80,0,40,-1,40,-1,40.0,0.0,1.0,0.0,14822004,0,14822004,-1,14822004,-1,14800000.0,0.0,0.0,0.0,0,0,0,0,40,0,0.13493452,0.0,0.13493452,5.397380813,40,40,40.0,1.0,14822004,14822004,14800000.0,0.0,1,0,0,0,2,0,0,0,0.0,40.0,40.0,40,0,0,0,0.0,0,0,0,0,2,80,0,0,14822004,14800000.0,14822004,0.0,14822004,14800000.0,14822004,0.0,3,88704,-1,0,2,20,0
65317217,4,4,526,499,40,40,386,367,131.5,124.75,169.9274355,161.5980095,321748,65169986,5873,913,159250,65003869,107249.3333,21700000.0,87804.29019,37500000.0,1,1,0,0,80,80,0.061239595999999986,0.061239595999999986,0.122479193,15.69264655,40,386,128.125,153.5577486,913,64995469,9331031.0,24500000.0,1,2,0,2,7,0,0,0,0.948669202,128.125,131.5,80,0,0,0,26113.91667,124,0,0,0,4,526,4,499,65317217,65300000.0,65317217,0.0,64995469,65000000.0,64995469,0.0,2,4194240,934400,3,4,20,0
0,1,0,83,0,83,-1,83,-1,83.0,0.0,0.0,0.0,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,1,0,0,0,20,0,0.0,0.0,0.0,0.0,83,83,83.0,0.0,-1,-1,0.0,0.0,0,0,0,1,1,0,0,0,0.0,83.0,83.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,2,89792,-1,0,1,32,1
0,1,0,422,0,422,-1,422,-1,422.0,0.0,0.0,0.0,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0,0,0,0,20,0,0.0,0.0,0.0,0.0,422,422,422.0,0.0,-1,-1,0.0,0.0,0,0,0,0,0,0,0,0,0.0,422.0,422.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,2,0,-1,0,1,0,1
0,1,0,422,0,422,-1,422,-1,422.0,0.0,0.0,0.0,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0,0,0,0,20,0,0.0,0.0,0.0,0.0,422,422,422.0,0.0,-1,-1,0.0,0.0,0,0,0,0,0,0,0,0,0.0,422.0,422.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,2,0,-1,0,1,0,1
480126,2,0,104,0,52,-1,52,-1,52.0,0.0,1.0,0.0,480126,0,480126,-1,480126,-1,480126.0,0.0,0.0,0.0,0,0,0,0,40,0,4.165573204,0.0,4.165573204,216.6098066,52,52,52.0,1.0,480126,480126,480126.0,0.0,2,0,0,0,2,0,0,0,0.0,52.0,52.0,40,0,0,0,0.0,0,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,3,522880,-1,0,2,32,1
